z_{reio} 	 sigma_8 	 n_{eff} 	 f_{UV} 	 F(z=3.0) 	 F(z=3.2) 	 F(z=3.4) 	 F(z=3.6) 	 F(z=3.8) 	 F(z=4.0) 	 F(z=4.2) 	 F(z=4.6) 	 F(z=5.0) 	 F(z=5.4) 	 T_0(z=3.0) 	 T_0(z=3.2) 	 T_0(z=3.4) 	 T_0(z=3.6) 	 T_0(z=3.8) 	 T_0(z=4.0) 	 T_0(z=4.2) 	 T_0(z=4.6) 	 T_0(z=5.0) 	 T_0(z=5.4) 	 slope(z=3.0) 	 slope(z=3.2) 	 slope(z=3.4) 	 slope(z=3.6) 	 slope(z=3.8) 	 slope(z=4.0) 	 slope(z=4.2) 	 slope(z=4.6) 	 slope(z=5.0) 	 slope(z=5.4) 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.1289152395 	 1.9958918783 	 1.7247522548 	 1.4144119132 	 1.1671280098 	 0.9673096188 	 0.8040269477 	 0.5013038857 	 0.2731809796 	 0.1374949575 	 0.3717721250 	 0.3687008693 	 0.3650898582 	 0.3606815349 	 0.3566458103 	 0.3543718858 	 0.3544795313 	 0.3647810987 	 0.3779914565 	 0.3844893546 	 1.0246926971 	 1.0051181719 	 0.9838750836 	 0.9598880816 	 0.9334698439 	 0.9081077675 	 0.8893305918 	 0.8959551417 	 0.9526880816 	 0.9916389337 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.1289152395 	 1.9958918783 	 1.7247522548 	 1.4144119132 	 1.1671280098 	 0.9673096188 	 0.8040269477 	 0.5013038857 	 0.2731809796 	 0.1374949575 	 0.3717721250 	 0.3687008693 	 0.3650898582 	 0.3606815349 	 0.3566458103 	 0.3543718858 	 0.3544795313 	 0.3647810987 	 0.3779914565 	 0.3844893546 	 1.3643104504 	 1.3487196567 	 1.3313593107 	 1.3119330861 	 1.2907004900 	 1.2701515156 	 1.2553448648 	 1.2615580886 	 1.3071845620 	 1.3373740520 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.1289152395 	 1.9958918783 	 1.7247522548 	 1.4144119132 	 1.1671280098 	 0.9673096188 	 0.8040269477 	 0.5013038857 	 0.2731809796 	 0.1374949575 	 0.3717721250 	 0.3687008693 	 0.3650898582 	 0.3606815349 	 0.3566458103 	 0.3543718858 	 0.3544795313 	 0.3647810987 	 0.3779914565 	 0.3844893546 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.1289152395 	 1.9958918783 	 1.7247522548 	 1.4144119132 	 1.1671280098 	 0.9673096188 	 0.8040269477 	 0.5013038857 	 0.2731809796 	 0.1374949575 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.0246926971 	 1.0051181719 	 0.9838750836 	 0.9598880816 	 0.9334698439 	 0.9081077675 	 0.8893305918 	 0.8959551417 	 0.9526880816 	 0.9916389337 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.1289152395 	 1.9958918783 	 1.7247522548 	 1.4144119132 	 1.1671280098 	 0.9673096188 	 0.8040269477 	 0.5013038857 	 0.2731809796 	 0.1374949575 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.3643104504 	 1.3487196567 	 1.3313593107 	 1.3119330861 	 1.2907004900 	 1.2701515156 	 1.2553448648 	 1.2615580886 	 1.3071845620 	 1.3373740520 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.1289152395 	 1.9958918783 	 1.7247522548 	 1.4144119132 	 1.1671280098 	 0.9673096188 	 0.8040269477 	 0.5013038857 	 0.2731809796 	 0.1374949575 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.1289152395 	 1.9958918783 	 1.7247522548 	 1.4144119132 	 1.1671280098 	 0.9673096188 	 0.8040269477 	 0.5013038857 	 0.2731809796 	 0.1374949575 	 0.7408408661 	 0.7406214907 	 0.7403635613 	 0.7400486811 	 0.7397604150 	 0.7395979918 	 0.7396056808 	 0.7403415070 	 0.7412851040 	 0.7417492396 	 1.0246926971 	 1.0051181719 	 0.9838750836 	 0.9598880816 	 0.9334698439 	 0.9081077675 	 0.8893305918 	 0.8959551417 	 0.9526880816 	 0.9916389337 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.1289152395 	 1.9958918783 	 1.7247522548 	 1.4144119132 	 1.1671280098 	 0.9673096188 	 0.8040269477 	 0.5013038857 	 0.2731809796 	 0.1374949575 	 0.7408408661 	 0.7406214907 	 0.7403635613 	 0.7400486811 	 0.7397604150 	 0.7395979918 	 0.7396056808 	 0.7403415070 	 0.7412851040 	 0.7417492396 	 1.3643104504 	 1.3487196567 	 1.3313593107 	 1.3119330861 	 1.2907004900 	 1.2701515156 	 1.2553448648 	 1.2615580886 	 1.3071845620 	 1.3373740520 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.1289152395 	 1.9958918783 	 1.7247522548 	 1.4144119132 	 1.1671280098 	 0.9673096188 	 0.8040269477 	 0.5013038857 	 0.2731809796 	 0.1374949575 	 0.7408408661 	 0.7406214907 	 0.7403635613 	 0.7400486811 	 0.7397604150 	 0.7395979918 	 0.7396056808 	 0.7403415070 	 0.7412851040 	 0.7417492396 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.2161750202 	 2.0946241284 	 1.8262154971 	 1.5121872070 	 1.2609972595 	 1.0570682856 	 0.8894937542 	 0.5749708634 	 0.3311354480 	 0.1790586712 	 0.3717721250 	 0.3687008693 	 0.3650898582 	 0.3606815349 	 0.3566458103 	 0.3543718858 	 0.3544795313 	 0.3647810987 	 0.3779914565 	 0.3844893546 	 1.0246926971 	 1.0051181719 	 0.9838750836 	 0.9598880816 	 0.9334698439 	 0.9081077675 	 0.8893305918 	 0.8959551417 	 0.9526880816 	 0.9916389337 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.2161750202 	 2.0946241284 	 1.8262154971 	 1.5121872070 	 1.2609972595 	 1.0570682856 	 0.8894937542 	 0.5749708634 	 0.3311354480 	 0.1790586712 	 0.3717721250 	 0.3687008693 	 0.3650898582 	 0.3606815349 	 0.3566458103 	 0.3543718858 	 0.3544795313 	 0.3647810987 	 0.3779914565 	 0.3844893546 	 1.3643104504 	 1.3487196567 	 1.3313593107 	 1.3119330861 	 1.2907004900 	 1.2701515156 	 1.2553448648 	 1.2615580886 	 1.3071845620 	 1.3373740520 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.2161750202 	 2.0946241284 	 1.8262154971 	 1.5121872070 	 1.2609972595 	 1.0570682856 	 0.8894937542 	 0.5749708634 	 0.3311354480 	 0.1790586712 	 0.3717721250 	 0.3687008693 	 0.3650898582 	 0.3606815349 	 0.3566458103 	 0.3543718858 	 0.3544795313 	 0.3647810987 	 0.3779914565 	 0.3844893546 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.2161750202 	 2.0946241284 	 1.8262154971 	 1.5121872070 	 1.2609972595 	 1.0570682856 	 0.8894937542 	 0.5749708634 	 0.3311354480 	 0.1790586712 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.0246926971 	 1.0051181719 	 0.9838750836 	 0.9598880816 	 0.9334698439 	 0.9081077675 	 0.8893305918 	 0.8959551417 	 0.9526880816 	 0.9916389337 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.2161750202 	 2.0946241284 	 1.8262154971 	 1.5121872070 	 1.2609972595 	 1.0570682856 	 0.8894937542 	 0.5749708634 	 0.3311354480 	 0.1790586712 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.3643104504 	 1.3487196567 	 1.3313593107 	 1.3119330861 	 1.2907004900 	 1.2701515156 	 1.2553448648 	 1.2615580886 	 1.3071845620 	 1.3373740520 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.2161750202 	 2.0946241284 	 1.8262154971 	 1.5121872070 	 1.2609972595 	 1.0570682856 	 0.8894937542 	 0.5749708634 	 0.3311354480 	 0.1790586712 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.2161750202 	 2.0946241284 	 1.8262154971 	 1.5121872070 	 1.2609972595 	 1.0570682856 	 0.8894937542 	 0.5749708634 	 0.3311354480 	 0.1790586712 	 0.7408408661 	 0.7406214907 	 0.7403635613 	 0.7400486811 	 0.7397604150 	 0.7395979918 	 0.7396056808 	 0.7403415070 	 0.7412851040 	 0.7417492396 	 1.0246926971 	 1.0051181719 	 0.9838750836 	 0.9598880816 	 0.9334698439 	 0.9081077675 	 0.8893305918 	 0.8959551417 	 0.9526880816 	 0.9916389337 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.2161750202 	 2.0946241284 	 1.8262154971 	 1.5121872070 	 1.2609972595 	 1.0570682856 	 0.8894937542 	 0.5749708634 	 0.3311354480 	 0.1790586712 	 0.7408408661 	 0.7406214907 	 0.7403635613 	 0.7400486811 	 0.7397604150 	 0.7395979918 	 0.7396056808 	 0.7403415070 	 0.7412851040 	 0.7417492396 	 1.3643104504 	 1.3487196567 	 1.3313593107 	 1.3119330861 	 1.2907004900 	 1.2701515156 	 1.2553448648 	 1.2615580886 	 1.3071845620 	 1.3373740520 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.2161750202 	 2.0946241284 	 1.8262154971 	 1.5121872070 	 1.2609972595 	 1.0570682856 	 0.8894937542 	 0.5749708634 	 0.3311354480 	 0.1790586712 	 0.7408408661 	 0.7406214907 	 0.7403635613 	 0.7400486811 	 0.7397604150 	 0.7395979918 	 0.7396056808 	 0.7403415070 	 0.7412851040 	 0.7417492396 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.3070100720 	 2.1982374706 	 1.9336453586 	 1.6167195500 	 1.3624157604 	 1.1551595319 	 0.9840423597 	 0.6594653898 	 0.4013843164 	 0.2331864940 	 0.3717721250 	 0.3687008693 	 0.3650898582 	 0.3606815349 	 0.3566458103 	 0.3543718858 	 0.3544795313 	 0.3647810987 	 0.3779914565 	 0.3844893546 	 1.0246926971 	 1.0051181719 	 0.9838750836 	 0.9598880816 	 0.9334698439 	 0.9081077675 	 0.8893305918 	 0.8959551417 	 0.9526880816 	 0.9916389337 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.3070100720 	 2.1982374706 	 1.9336453586 	 1.6167195500 	 1.3624157604 	 1.1551595319 	 0.9840423597 	 0.6594653898 	 0.4013843164 	 0.2331864940 	 0.3717721250 	 0.3687008693 	 0.3650898582 	 0.3606815349 	 0.3566458103 	 0.3543718858 	 0.3544795313 	 0.3647810987 	 0.3779914565 	 0.3844893546 	 1.3643104504 	 1.3487196567 	 1.3313593107 	 1.3119330861 	 1.2907004900 	 1.2701515156 	 1.2553448648 	 1.2615580886 	 1.3071845620 	 1.3373740520 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.3070100720 	 2.1982374706 	 1.9336453586 	 1.6167195500 	 1.3624157604 	 1.1551595319 	 0.9840423597 	 0.6594653898 	 0.4013843164 	 0.2331864940 	 0.3717721250 	 0.3687008693 	 0.3650898582 	 0.3606815349 	 0.3566458103 	 0.3543718858 	 0.3544795313 	 0.3647810987 	 0.3779914565 	 0.3844893546 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.3070100720 	 2.1982374706 	 1.9336453586 	 1.6167195500 	 1.3624157604 	 1.1551595319 	 0.9840423597 	 0.6594653898 	 0.4013843164 	 0.2331864940 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.0246926971 	 1.0051181719 	 0.9838750836 	 0.9598880816 	 0.9334698439 	 0.9081077675 	 0.8893305918 	 0.8959551417 	 0.9526880816 	 0.9916389337 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.3070100720 	 2.1982374706 	 1.9336453586 	 1.6167195500 	 1.3624157604 	 1.1551595319 	 0.9840423597 	 0.6594653898 	 0.4013843164 	 0.2331864940 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.3643104504 	 1.3487196567 	 1.3313593107 	 1.3119330861 	 1.2907004900 	 1.2701515156 	 1.2553448648 	 1.2615580886 	 1.3071845620 	 1.3373740520 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.3070100720 	 2.1982374706 	 1.9336453586 	 1.6167195500 	 1.3624157604 	 1.1551595319 	 0.9840423597 	 0.6594653898 	 0.4013843164 	 0.2331864940 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.3070100720 	 2.1982374706 	 1.9336453586 	 1.6167195500 	 1.3624157604 	 1.1551595319 	 0.9840423597 	 0.6594653898 	 0.4013843164 	 0.2331864940 	 0.7408408661 	 0.7406214907 	 0.7403635613 	 0.7400486811 	 0.7397604150 	 0.7395979918 	 0.7396056808 	 0.7403415070 	 0.7412851040 	 0.7417492396 	 1.0246926971 	 1.0051181719 	 0.9838750836 	 0.9598880816 	 0.9334698439 	 0.9081077675 	 0.8893305918 	 0.8959551417 	 0.9526880816 	 0.9916389337 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.3070100720 	 2.1982374706 	 1.9336453586 	 1.6167195500 	 1.3624157604 	 1.1551595319 	 0.9840423597 	 0.6594653898 	 0.4013843164 	 0.2331864940 	 0.7408408661 	 0.7406214907 	 0.7403635613 	 0.7400486811 	 0.7397604150 	 0.7395979918 	 0.7396056808 	 0.7403415070 	 0.7412851040 	 0.7417492396 	 1.3643104504 	 1.3487196567 	 1.3313593107 	 1.3119330861 	 1.2907004900 	 1.2701515156 	 1.2553448648 	 1.2615580886 	 1.3071845620 	 1.3373740520 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.3070100720 	 2.1982374706 	 1.9336453586 	 1.6167195500 	 1.3624157604 	 1.1551595319 	 0.9840423597 	 0.6594653898 	 0.4013843164 	 0.2331864940 	 0.7408408661 	 0.7406214907 	 0.7403635613 	 0.7400486811 	 0.7397604150 	 0.7395979918 	 0.7396056808 	 0.7403415070 	 0.7412851040 	 0.7417492396 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.4015698317 	 2.3069751747 	 2.0473989150 	 1.7284812865 	 1.4719936573 	 1.2623506116 	 1.0886451054 	 0.7563767358 	 0.4865380701 	 0.3036765681 	 0.3717721250 	 0.3687008693 	 0.3650898582 	 0.3606815349 	 0.3566458103 	 0.3543718858 	 0.3544795313 	 0.3647810987 	 0.3779914565 	 0.3844893546 	 1.0246926971 	 1.0051181719 	 0.9838750836 	 0.9598880816 	 0.9334698439 	 0.9081077675 	 0.8893305918 	 0.8959551417 	 0.9526880816 	 0.9916389337 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.4015698317 	 2.3069751747 	 2.0473989150 	 1.7284812865 	 1.4719936573 	 1.2623506116 	 1.0886451054 	 0.7563767358 	 0.4865380701 	 0.3036765681 	 0.3717721250 	 0.3687008693 	 0.3650898582 	 0.3606815349 	 0.3566458103 	 0.3543718858 	 0.3544795313 	 0.3647810987 	 0.3779914565 	 0.3844893546 	 1.3643104504 	 1.3487196567 	 1.3313593107 	 1.3119330861 	 1.2907004900 	 1.2701515156 	 1.2553448648 	 1.2615580886 	 1.3071845620 	 1.3373740520 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.4015698317 	 2.3069751747 	 2.0473989150 	 1.7284812865 	 1.4719936573 	 1.2623506116 	 1.0886451054 	 0.7563767358 	 0.4865380701 	 0.3036765681 	 0.3717721250 	 0.3687008693 	 0.3650898582 	 0.3606815349 	 0.3566458103 	 0.3543718858 	 0.3544795313 	 0.3647810987 	 0.3779914565 	 0.3844893546 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.4015698317 	 2.3069751747 	 2.0473989150 	 1.7284812865 	 1.4719936573 	 1.2623506116 	 1.0886451054 	 0.7563767358 	 0.4865380701 	 0.3036765681 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.0246926971 	 1.0051181719 	 0.9838750836 	 0.9598880816 	 0.9334698439 	 0.9081077675 	 0.8893305918 	 0.8959551417 	 0.9526880816 	 0.9916389337 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.4015698317 	 2.3069751747 	 2.0473989150 	 1.7284812865 	 1.4719936573 	 1.2623506116 	 1.0886451054 	 0.7563767358 	 0.4865380701 	 0.3036765681 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.3643104504 	 1.3487196567 	 1.3313593107 	 1.3119330861 	 1.2907004900 	 1.2701515156 	 1.2553448648 	 1.2615580886 	 1.3071845620 	 1.3373740520 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.4015698317 	 2.3069751747 	 2.0473989150 	 1.7284812865 	 1.4719936573 	 1.2623506116 	 1.0886451054 	 0.7563767358 	 0.4865380701 	 0.3036765681 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.4015698317 	 2.3069751747 	 2.0473989150 	 1.7284812865 	 1.4719936573 	 1.2623506116 	 1.0886451054 	 0.7563767358 	 0.4865380701 	 0.3036765681 	 0.7408408661 	 0.7406214907 	 0.7403635613 	 0.7400486811 	 0.7397604150 	 0.7395979918 	 0.7396056808 	 0.7403415070 	 0.7412851040 	 0.7417492396 	 1.0246926971 	 1.0051181719 	 0.9838750836 	 0.9598880816 	 0.9334698439 	 0.9081077675 	 0.8893305918 	 0.8959551417 	 0.9526880816 	 0.9916389337 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.4015698317 	 2.3069751747 	 2.0473989150 	 1.7284812865 	 1.4719936573 	 1.2623506116 	 1.0886451054 	 0.7563767358 	 0.4865380701 	 0.3036765681 	 0.7408408661 	 0.7406214907 	 0.7403635613 	 0.7400486811 	 0.7397604150 	 0.7395979918 	 0.7396056808 	 0.7403415070 	 0.7412851040 	 0.7417492396 	 1.3643104504 	 1.3487196567 	 1.3313593107 	 1.3119330861 	 1.2907004900 	 1.2701515156 	 1.2553448648 	 1.2615580886 	 1.3071845620 	 1.3373740520 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.4015698317 	 2.3069751747 	 2.0473989150 	 1.7284812865 	 1.4719936573 	 1.2623506116 	 1.0886451054 	 0.7563767358 	 0.4865380701 	 0.3036765681 	 0.7408408661 	 0.7406214907 	 0.7403635613 	 0.7400486811 	 0.7397604150 	 0.7395979918 	 0.7396056808 	 0.7403415070 	 0.7412851040 	 0.7417492396 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.5000037359 	 2.4210922817 	 2.1678409209 	 1.8479627894 	 1.5903824609 	 1.3794925402 	 1.2043636291 	 0.8675299996 	 0.5897540070 	 0.3954750785 	 0.3717721250 	 0.3687008693 	 0.3650898582 	 0.3606815349 	 0.3566458103 	 0.3543718858 	 0.3544795313 	 0.3647810987 	 0.3779914565 	 0.3844893546 	 1.0246926971 	 1.0051181719 	 0.9838750836 	 0.9598880816 	 0.9334698439 	 0.9081077675 	 0.8893305918 	 0.8959551417 	 0.9526880816 	 0.9916389337 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.5000037359 	 2.4210922817 	 2.1678409209 	 1.8479627894 	 1.5903824609 	 1.3794925402 	 1.2043636291 	 0.8675299996 	 0.5897540070 	 0.3954750785 	 0.3717721250 	 0.3687008693 	 0.3650898582 	 0.3606815349 	 0.3566458103 	 0.3543718858 	 0.3544795313 	 0.3647810987 	 0.3779914565 	 0.3844893546 	 1.3643104504 	 1.3487196567 	 1.3313593107 	 1.3119330861 	 1.2907004900 	 1.2701515156 	 1.2553448648 	 1.2615580886 	 1.3071845620 	 1.3373740520 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.5000037359 	 2.4210922817 	 2.1678409209 	 1.8479627894 	 1.5903824609 	 1.3794925402 	 1.2043636291 	 0.8675299996 	 0.5897540070 	 0.3954750785 	 0.3717721250 	 0.3687008693 	 0.3650898582 	 0.3606815349 	 0.3566458103 	 0.3543718858 	 0.3544795313 	 0.3647810987 	 0.3779914565 	 0.3844893546 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.5000037359 	 2.4210922817 	 2.1678409209 	 1.8479627894 	 1.5903824609 	 1.3794925402 	 1.2043636291 	 0.8675299996 	 0.5897540070 	 0.3954750785 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.0246926971 	 1.0051181719 	 0.9838750836 	 0.9598880816 	 0.9334698439 	 0.9081077675 	 0.8893305918 	 0.8959551417 	 0.9526880816 	 0.9916389337 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.5000037359 	 2.4210922817 	 2.1678409209 	 1.8479627894 	 1.5903824609 	 1.3794925402 	 1.2043636291 	 0.8675299996 	 0.5897540070 	 0.3954750785 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.3643104504 	 1.3487196567 	 1.3313593107 	 1.3119330861 	 1.2907004900 	 1.2701515156 	 1.2553448648 	 1.2615580886 	 1.3071845620 	 1.3373740520 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.5000037359 	 2.4210922817 	 2.1678409209 	 1.8479627894 	 1.5903824609 	 1.3794925402 	 1.2043636291 	 0.8675299996 	 0.5897540070 	 0.3954750785 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.5000037359 	 2.4210922817 	 2.1678409209 	 1.8479627894 	 1.5903824609 	 1.3794925402 	 1.2043636291 	 0.8675299996 	 0.5897540070 	 0.3954750785 	 0.7408408661 	 0.7406214907 	 0.7403635613 	 0.7400486811 	 0.7397604150 	 0.7395979918 	 0.7396056808 	 0.7403415070 	 0.7412851040 	 0.7417492396 	 1.0246926971 	 1.0051181719 	 0.9838750836 	 0.9598880816 	 0.9334698439 	 0.9081077675 	 0.8893305918 	 0.8959551417 	 0.9526880816 	 0.9916389337 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.5000037359 	 2.4210922817 	 2.1678409209 	 1.8479627894 	 1.5903824609 	 1.3794925402 	 1.2043636291 	 0.8675299996 	 0.5897540070 	 0.3954750785 	 0.7408408661 	 0.7406214907 	 0.7403635613 	 0.7400486811 	 0.7397604150 	 0.7395979918 	 0.7396056808 	 0.7403415070 	 0.7412851040 	 0.7417492396 	 1.3643104504 	 1.3487196567 	 1.3313593107 	 1.3119330861 	 1.2907004900 	 1.2701515156 	 1.2553448648 	 1.2615580886 	 1.3071845620 	 1.3373740520 
